imdb_id,poster_path,wiki_link,original_title,tag
tt8291224,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/URI_-_New_poster.jpg/220px-URI_-_New_poster.jpg,https://en.wikipedia.org/wiki/Uri:_The_Surgical_Strike,Uri: The Surgical Strike,action drama war vickykaushal pareshrawal mohitraina yamigautam kirtikulhari indian armi special forc execut a covert oper aveng the kill of fellow armi men at their base by a terrorist group.
tt9472208, ,https://en.wikipedia.org/wiki/Battalion_609,Battalion 609,war vickyahuja shoaibibrahim shrikantkamat elenakazan vishwaskini the stori of battalion 609 revolv around a cricket match between the indian armi and the pakistan armi gone wrong and narrat the tale of the brave soldier of battalion 609 put up a fight with the mighti taliban.
tt6986710,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/The_Accidental_Prime_Minister_film.jpg/220px-The_Accidental_Prime_Minister_film.jpg,https://en.wikipedia.org/wiki/The_Accidental_Prime_Minister_(film),The Accidental Prime Minister,biography drama anupamkher akshayekhanna aahanakumra atulsharma manojanand explor manmohan singh' tenur as the prime minist of india and the kind of control he had over the cabinet and the country.
tt8108208,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Why_Cheat_India_poster.jpg/220px-Why_Cheat_India_poster.jpg,https://en.wikipedia.org/wiki/Why_Cheat_India,Why Cheat India,crime drama emraanhashmi shreyadhanwanthary snighdadeepchatterji navneetsrivastava nandayadav the movi focus on exist malpractic in country' educ system the whole concept of buy your way through educ job and earnings. even with an evolv educ system ...
tt6028796, ,https://en.wikipedia.org/wiki/Evening_Shadows,Evening Shadows,drama monaambegaonkar ananthnarayanmahadevan devanshdoshi arpitchaudhary yaminisingh under the 'even shadows' truth often play hide and seek. set in south india and mumbai 'even shadows' is a tender heartwarm stori about a mother-son bond that ha to withstand the ravag of time distanc and truths.
tt6078866,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Soni_India_Netflix_Movie_Poster.jpg/220px-Soni_India_Netflix_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Soni_(film),Soni,drama geetikavidyaohlyan salonibatra vikasshukla mohitchauhan himanshukohli while fight crime against women in delhi a short-fus policewoman and her level-head femal boss grappl with gender issu in their own lives.
tt5013008,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Fraud_Saiyyan_film_poster.jpg/220px-Fraud_Saiyyan_film_poster.jpg,https://en.wikipedia.org/wiki/Fraud_Saiyaan,Fraud Saiyyan,comedy drama arshadwarsi saurabhshukla florasaini saraloren varunbadola fraud saiyyan is the stori of a con artist in north india who convinc women to marri him just so he can live off their money.
tt4971258,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Bombairiya_poster.jpg/220px-Bombairiya_poster.jpg,https://en.wikipedia.org/wiki/Bombairiya,Bombairiya,comedy crime drama radhikaapte akshayoberoi siddhanthkapoor ravikishan adilhussain it follow the stori of meghna who get embroil in a seri of event after her phone get stolen.
tt6903440,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Manikarnika_Poster.jpg/220px-Manikarnika_Poster.jpg,https://en.wikipedia.org/wiki/Manikarnika:_The_Queen_of_Jhansi,Manikarnika: The Queen of Jhansi,action biography drama kanganaranaut rimisen atulkulkarni nalneeshneel dannydenzongpa stori of rani lakshmibai one of the lead figur of the indian rebellion of 1857 and her resist to the british rule.
tt7777196,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Thackeray_film_poster.jpeg/220px-Thackeray_film_poster.jpeg,https://en.wikipedia.org/wiki/Thackeray_(film),Thackeray,biography drama nawazuddinsiddiqui amritarao abdulquadiramin sanjaynarvekar prakashbelawadi biograph account of shiv sena supremo balasaheb thackeray.
tt8396186,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Amavas_official_poster.jpg/220px-Amavas_official_poster.jpg,https://en.wikipedia.org/wiki/Amavas,Amavas,horror thriller aliasgar vivanbhatena nargisfakhri sachiinjoshi shabnamkarimzada the live of a coupl turn into a nightmar as dark forc lie in wait beneath the shadow of the haunt bungalow in which they have decid to stay.
tt2395469,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Gully_Boy_poster.jpg/220px-Gully_Boy_poster.jpg,https://en.wikipedia.org/wiki/Gully_Boy,Gully Boy,drama music ranveersingh aliabhatt siddhantchaturvedi vijayraaz amrutasubhash a coming-of-ag stori base on the live of street rapper in mumbai.
tt9319812,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Hum_Chaar_poster.jpg/220px-Hum_Chaar_poster.jpg,https://en.wikipedia.org/wiki/Hum_Chaar,Hum chaar,drama pritkamani simransharma anshumanmalhotra tusharpandey vibhaanand the stori of the film revolv around four colleg friend went their own direct in life but remain insepar from each other.
tt7639372,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Total_Dhamaal_poster.jpg/220px-Total_Dhamaal_poster.jpg,https://en.wikipedia.org/wiki/Total_Dhamaal,Total Dhamaal,action adventure comedy ajaydevgn madhuridixit anilkapoor riteishdeshmukh arshadwarsi a group of peopl learn about a hidden treasur and then they race to find it and claim it.
tt8108200,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sonchiriya_poster.jpg/220px-Sonchiriya_poster.jpg,https://en.wikipedia.org/wiki/Sonchiriya,Sonchiriya,action crime drama sushantsinghrajput bhumipednekar manojbajpayee ranvirshorey ashutoshrana set in the chambal valley the film follow the stori of a legion of dread war dacoit who onc terror the indian heartlands.
tt8130968,https://upload.wikimedia.org/wikipedia/en/0/0c/Badla_poster.jpg,https://en.wikipedia.org/wiki/Badla_(2019_film),Badla,crime drama mystery amitabhbachchan taapseepannu amritasingh antonioaakeel tonyluke a dynam young entrepreneur find herself lock in a hotel room with the corps of her dead lover. she hire a prestigi lawyer to defend her and they work togeth to figur out what actual happened.
tt8055888,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Mard_Ko_Dard_Nahi_Hota.jpg/220px-Mard_Ko_Dard_Nahi_Hota.jpg,https://en.wikipedia.org/wiki/Mard_Ko_Dard_Nahi_Hota,Mard Ko Dard Nahin Hota,action comedy abhimanyudasani radhikamadan prateekparmar satyajitganu  it is a stori of a young boy surya who ha a rare condit of congenit insensit to pain mean he can not feel pain and he set out to learn martial art and hunt down muggers.
tt7527082,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Hamid_film_poster.jpg/220px-Hamid_film_poster.jpg,https://en.wikipedia.org/wiki/Hamid_(film),Hamid,drama talhaarshadreshi vikaskumar rasikadugal sumitkaul bashirlone eight year-old hamid learn that 786 is god' number and decid to tri and reach out to god by dial thi number. he want to talk to hi father who hi mother tell him ha gone to allah. one fine day the phone call is answered.
tt7778680,https://upload.wikimedia.org/wikipedia/en/7/71/Photograph_%282019_poster%29.png,https://en.wikipedia.org/wiki/Photograph_(film),Photograph,drama romance nawazuddinsiddiqui sanyamalhotra sachinkhedekar denzilsmith brindatrivedi a struggl street photograph in mumbai pressur to marri by hi grandmoth convinc a shi stranger to pose as hi fiancée. the pair develop a connect that transform them in way they could not expect.
tt9795264, ,https://en.wikipedia.org/wiki/Risknamaa,Risknamaa,thriller garimaagarwal anupama parveenbansala mahaveersinghfauji javedhaider sher singh is the sarpanch of hi village. whose same order for all that whoever love will get the death punish only. in thi way sher singh ha kill so mani boy and girl who ...
tt8207768,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Mere_Pyare_Prime_Minister_poster.jpg/220px-Mere_Pyare_Prime_Minister_poster.jpg,https://en.wikipedia.org/wiki/Mere_Pyare_Prime_Minister,Mere Pyare Prime Minister,drama rasikaagashe soniaalbizuri synaanand adarshbharti makranddeshpande a stori about four children live in a mumbai slum in india. an eight-year old kanhu write a letter to the prime minist after a dramat incid with hi mother. a small boy ha to achiev the impossible.
tt9496212,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/22_Yards_film_poster.jpeg/220px-22_Yards_film_poster.jpeg,https://en.wikipedia.org/wiki/22_Yards,22 Yards,sport barunsobti rajitkapur panchhibora kartikeytripathi  a dramat portray of a victori tale of a fallen cricket agent and a young cricketer.
tt6264938,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Kesari_poster.jpg/220px-Kesari_poster.jpg,https://en.wikipedia.org/wiki/Kesari_(film),Kesari,action drama history akshaykumar parineetichopra suvindervicky vanshbhardwaj sumeetbasran base on an incred true stori of the battl of saragarhi in which an armi of 21 sikh fought against 10 000 afghan in 1897.
tt9105014,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Notebook_film_poster.jpg/220px-Notebook_film_poster.jpg,https://en.wikipedia.org/wiki/Notebook_(2019_film),Notebook,drama romance zaheeriqbal pranutanbahl mirmohammedmehroos mirmohammedzayan solihamaqbool an ex-armi offic kabir becom a teacher in kashmir in a school that is in a miser condition. thing take a turn when kabir find a notebook left behind by the previou year' teacher firdau (pranutan bahl).
tt7463730,https://upload.wikimedia.org/wikipedia/en/e/e2/Junglee_film_poster.jpg,https://en.wikipedia.org/wiki/Junglee_(2019_film),Junglee,action adventure vidyutjammwal larskjeldsen  the stori revolv around a vet who on hi homecom to hi father' eleph reserv encount and fight an intern poacher racket.
tt10017956,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Gone_Kesh_film_poster.jpg/220px-Gone_Kesh_film_poster.jpg,https://en.wikipedia.org/wiki/Gone_Kesh,Gone Kesh,drama deepikaamin kumarkanchanghosh brijendrakala jitendrakumar mukeshpandey enakshi is diagnos with alopecia where she begin to lose hair from her scalp. although she find her temporari fix to thi it begin to steal previou year of her youth and take her life by a storm. will she be abl to find a cure?
tt4355838,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai_film_poster.jpg/220px-Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai_film_poster.jpg,https://en.wikipedia.org/wiki/Albert_Pinto_Ko_Gussa_Kyun_Aata_Hai%3F,Albert Pinto Ko Gussa Kyun Aata Hai?,drama manavkaul nanditadas  albert pinto goe miss one day and hi girlfriend and famili start make round at the polic station to track him down. unknown to them he is on hi way to goa to carri out hi first assign as a hitman.
tt8108268,https://upload.wikimedia.org/wikipedia/en/7/79/The_Tashkent_Files_poster.jpg,https://en.wikipedia.org/wiki/The_Tashkent_Files,The Tashkent Files,drama mystery thriller naseeruddinshah mithunchakraborty shwetabasuprasad pankajtripathi vinaypathak the tashkent file is a thriller that revolv around the mysteri death of india' 2nd prime minist shri lal bahadur shastri and attempt to uncov if he had actual die a natur death or as alleg wa assassinated.
tt6988116,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Kalank_Poster.jpg/220px-Kalank_Poster.jpg,https://en.wikipedia.org/wiki/Kalank,Kalank,drama romance varundhawan aliabhatt adityaroykapoor madhuridixit sonakshisinha the live of six enigmat charact becom entangl whilst in search of love but separ by the dichotomi between the two world of husnabad a town in north india.
tt9239772,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Setters_Official_Poster.png/220px-Setters_Official_Poster.png,https://en.wikipedia.org/wiki/Setters_(film),Setters,thriller shreyastalpade aftabshivdasani sonnalliseygall ishitadutta pavanmalhotra a thriller set in benar jaipur mumbai and delhi setter is about a racket profit from academ scams. the film follow a cat-and-mous game between two good friends: one a cop ...
tt7255568,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Student_of_the_year_2_Poster.jpg/220px-Student_of_the_year_2_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year_2,Student of the Year 2,drama romance sport tigershroff ananyapanday tarasutaria adityaseal manojpahwa a student must face off against bulli and overcom hurdl both academ and romant to win hi college' covet student of the year trophy.
tt9558612,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/PM_Narendra_Modi.jpg/220px-PM_Narendra_Modi.jpg,https://en.wikipedia.org/wiki/PM_Narendra_Modi,PM Narendra Modi,biography drama bomanirani vivekoberoi barkhabisht darshankumaar zarinawahab biographi of india' prime minist shri narendra modi.
tt8647400,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/De_De_Pyaar_De_Poster.jpg/220px-De_De_Pyaar_De_Poster.jpg,https://en.wikipedia.org/wiki/De_De_Pyaar_De,De De Pyaar De,comedy romance ajaydevgn tabu rakulpreetsingh jimmysheirgill aloknath a 50-year-old singl father face disapprov from hi famili and hi ex-wif when he fall in love with a 26-year-old woman.
tt8484942,https://upload.wikimedia.org/wikipedia/en/a/ae/India%27s_Most_Wanted_poster.jpg,https://en.wikipedia.org/wiki/India%27s_Most_Wanted_(film),India's Most Wanted,action thriller arjunkapoor sudevnair rajeshsharma prasanth santilalmukherjee a group of intellig offic embark on a top secret mission to track down a want intern criminal.
tt5525846,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Yeh_Hai_India_Official_Poster.jpg/220px-Yeh_Hai_India_Official_Poster.jpg,https://en.wikipedia.org/wiki/Yeh_Hai_India,Yeh Hai India,action adventure drama gaviechahal mohanagashe mohanjoshi lomharsh  yeh hai india follow the stori of a 25 year old nri who is born and brought up in uk. he share the same stereotyp view about india that most nri have and how hi percept changes.
tt8268972,https://upload.wikimedia.org/wikipedia/en/e/ef/Khamoshi_2019.jpg,https://en.wikipedia.org/wiki/Khamoshi_(2019_film),Khamoshi,horror thriller prabhudeva tamannaahbhatia bhoomikachawla  a remak of an english movi hush (2016) where a deaf and mute girl must fight for her life when a killer appear at her door.
tt8983202,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Kabir_Singh.jpg/220px-Kabir_Singh.jpg,https://en.wikipedia.org/wiki/Kabir_Singh,Kabir Singh,drama romance shahidkapoor kiaraadvani sohammajumdar arjanbajwa sureshoberoi kabir singh is a remak of a telugu movi arjun reddi (2017) where a short-temp hous surgeon get use to drug and drink when hi girlfriend is forc to marri anoth person.
tt10324144,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Article_15_Poster.jpg/220px-Article_15_Poster.jpg,https://en.wikipedia.org/wiki/Article_15_(film),Article 15,crime drama ayushmannkhurrana nassar manojpahwa kumudmishra ishatalwar in the rural heartland of india an upright polic offic set out on a crusad against violent caste-bas crime and discrimination.
tt8130558,https://upload.wikimedia.org/wikipedia/en/f/f7/One_Day-_Justice_Delivered.jpg,https://en.wikipedia.org/wiki/One_Day:_Justice_Delivered,One Day: Justice Delivered,action crime thriller anupamkher kumudmishra eshagupta zakirhussain rajeshsharma a crime branch special offic investig the serial disappear of high profil individu in a state capital.
tt6862542,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Hume_Tumse_Pyaar_Kitna.jpg/220px-Hume_Tumse_Pyaar_Kitna.jpg,https://en.wikipedia.org/wiki/Hume_Tumse_Pyaar_Kitna,Hume Tumse Pyaar Kitna,action drama romance karanvirbohra priyabanerjee  it is about limer of dhruv (play by bohra) result from an obsess attract to ananya (play by banerjee).
tt7485048,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Super_30_The_Film.jpg/220px-Super_30_The_Film.jpg,https://en.wikipedia.org/wiki/Super_30_(film),Super 30,biography drama hrithikroshan mrunalthakur nandishsingh virendrasaxena sadhanasingh base on life of patna-bas mathematician anand kumar who run the fame super 30 program for iit aspir in patna.
tt8897986,https://upload.wikimedia.org/wikipedia/en/9/99/Family_of_Thakurganj.jpg,https://en.wikipedia.org/wiki/Family_of_Thakurganj,Family of Thakurganj,action drama jimmysheirgill mahiegill nandishsingh pranatiraiprakash saurabhshukla the film is base on small town of north india. film' stori is about confront of love and thoughts. along with entertainment.
tt8869978,https://upload.wikimedia.org/wikipedia/en/e/ed/Batla_House_poster.jpg,https://en.wikipedia.org/wiki/Batla_House,Batla House,action drama thriller johnabraham norafatehi mrunalthakur rajeshsharma ravikishan after a deadli encount a polic offic work to prove that the polic act lawfully.
tt8206760,https://upload.wikimedia.org/wikipedia/en/a/a6/Jhootha_Kahin_Ka_Poster.jpg,https://en.wikipedia.org/wiki/Jhootha_Kahin_Ka,Jhootha Kahin Ka,comedy rishikapoor jimmysheirgill sunnysinghnijjar omkarkapoor nimishamehta two boy go to mauritiu to studi and love it so much there that they are reluct to return home. rishi play omkar' dad who turn up from the villag to surpris him and is in turn surpris by hi son' lifestyle.
tt8108196,https://upload.wikimedia.org/wikipedia/en/c/c8/Judgementall_Hai_Kya_poster.jpg,https://en.wikipedia.org/wiki/Judgementall_Hai_Kya,Judgementall Hai Kya,comedy drama thriller kanganaranaut rajkummarrao amyradastur amritapuri jimmysheirgill follow the stori of two quirki individu whose live pivot between realiti and illusions.
tt7189494,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Chicken_Curry_Law_Poster.jpg/220px-Chicken_Curry_Law_Poster.jpg,https://en.wikipedia.org/wiki/Chicken_Curry_Law,Chicken Curry Law,drama nataliajanoszek ashutoshrana makranddeshpande niveditabhattacharya mukeshhariawala an ambiti and innoc girl fall prey to the power of money and politics.
tt7881524,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Arjun_Patiala_poster.jpg/220px-Arjun_Patiala_poster.jpg,https://en.wikipedia.org/wiki/Arjun_Patiala,Arjun Patiala,action comedy diljitdosanjh kritisanon varunsharma ronitroy seemabhargava thi spoof comedi narrat the stori of a cop arjun patiala (diljit dosanjh) and hi sidekick onidda singh (varun sharma). togeth will they be abl to accomplish their mission of a crime-fre town with their goofi style of policing?
tt8785426,https://upload.wikimedia.org/wikipedia/en/9/97/Jabariya_Jodi_poster.jpg,https://en.wikipedia.org/wiki/Jabariya_Jodi,Jabariya Jodi,action comedy drama sidharthmalhotra parineetichopra javedjaffrey sanjaymishra aparshaktikhurana a thug help kidnap groom in order to avoid pay out dowri for their upcom marriage.
tt7228072,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Pranaam_poster.jpg/220px-Pranaam_poster.jpg,https://en.wikipedia.org/wiki/Pranaam,Pranaam,action crime drama rajeevkhandelwal atulkulkarni abhimanyusingh sameksha vikramgokhale a peon' son who is an aspir ia offic is compel to chang hi path lead him to turn into a gangster.
tt8902990,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/The_Sky_Is_Pink.jpg/220px-The_Sky_Is_Pink.jpg,https://en.wikipedia.org/wiki/The_Sky_Is_Pink,The Sky Is Pink,drama family romance zairawasim priyankachopra farhanakhtar rohitsaraf  it is base on the love stori of a coupl span 25 year told through the len of their spunki teenag daughter aisha chaudhari who wa diagnos with a pulmonari fibrosi .
tt9248972,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Mission_Mangal.jpg/220px-Mission_Mangal.jpg,https://en.wikipedia.org/wiki/Mission_Mangal,Mission Mangal,drama history akshaykumar vidyabalan nithyamenon taapseepannu sonakshisinha base on true event of the indian space research organis (isro) success launch the mar orbit mission (mangalyaan) make it the least expens mission to mars.
tt6836936,https://upload.wikimedia.org/wikipedia/en/6/6b/Saaho_poster.jpg,https://en.wikipedia.org/wiki/Saaho,Saaho,"action thriller jacquelinefernandez shraddhakapoor prabhas jackieshroff mandirabedi an undercov cop becom embroil in a battl with war crimin who want to acquir a ""black box "" their ultim key to a treasure."
tt9248940,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Dream_Girl.png/220px-Dream_Girl.png,https://en.wikipedia.org/wiki/Dream_Girl_(2019_film),Dream Girl,comedy romance ayushmannkhurrana nushratbharucha annukapoor rajbhansali manjotsingh rom-com movi direct by raaj shaandilyaa star ayushmann khurrana who play a 'dream girl'. in everi love stori there is alway one tri to win the heart of the other who could be the 'dream girl'.
tt8144834,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Section_375_poster.jpg/220px-Section_375_poster.jpg,https://en.wikipedia.org/wiki/Section_375,Section 375,crime drama akshayekhanna richachadha meerachopra rahulbhat shriswara a celebr bollywood director rohan khurana stand accus by a femal member of hi crew anjali dangl of have rape her at hi residence.
tt8304386,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/The_Zoya_Factor_poster.jpg/220px-The_Zoya_Factor_poster.jpg,https://en.wikipedia.org/wiki/The_Zoya_Factor_(film),The Zoya Factor,comedy drama romance sonamkapoor dulquersalmaan sanjaykapoor  base anuja chauhan' novel zoya factor is a rom-com about zoya an advertis agent and her relationship with the captain of team india nikhil khoda.
tt6978954,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Pal_Pal_Dil_Ke_Pass_poster.jpg/220px-Pal_Pal_Dil_Ke_Pass_poster.jpg,https://en.wikipedia.org/wiki/Pal_Pal_Dil_Ke_Paas,Pal Pal Dil Ke Paas,action drama romance karandeol sahherbambba simonesingh sachinkhedekar  when video blogger saher sethi embark on a tediou trek with mountain karan sehgal spark are bound to fly. but will their love stori blossom despit the odds?
tt8706884,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Prassthanam_poster.jpg/220px-Prassthanam_poster.jpg,https://en.wikipedia.org/wiki/Prassthanam,Prassthanam,action drama sanjaydutt jackieshroff alifazal manishakoirala chunkypandey a rural politician marri a widow with kid and gain a respect posit and trust hi stepson more than hi own in polit matters; thu upset hi son beyond limits.
tt10816510,https://upload.wikimedia.org/wikipedia/en/7/74/P_Se_Pyaar_F_Se_Faraar_poster.jpg,https://en.wikipedia.org/wiki/P_Se_Pyaar_F_Se_Faraar,P Se Pyaar F Se Faraar,crime drama romance bhaveshkumar jimmysheirgill kumudmishra sanjaymishra girishkulkarni high-school sweetheart suraj maali and janvi singh are well awar of their divers socio-econom background and so the young lover opt for marriag by elopement. thi in turn conjur up a storm the coupl isn't prepar for.
tt9378950,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Ghost_Film_Poster.jpg/220px-Ghost_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ghost_(2019_film),Ghost,horror thriller sanayairani shivambhaargava vikrambhatt ameetchana ananyasengupta the stori of the film follow karan khanna a politician of indian origin in the unit kingdom who is accus of kill hi wife. he tell hi lawyer that a spirit commit the murder and should be tried.
tt9420648,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Bala_Film_Poster.jpg/220px-Bala_Film_Poster.jpg,https://en.wikipedia.org/wiki/Bala_(2019_film),Bala,comedy ayushmannkhurrana bhumipednekar yamigautam javedjaffrey saurabhshukla it tell the stori of a man who is bald prematur and how he cope up with the situation.
tt11007050,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Yaaram_film_poster.jpg/220px-Yaaram_film_poster.jpg,https://en.wikipedia.org/wiki/Yaaram_(2019_film),#Yaaram,comedy romance siddhanthkapoor prateik anitaraj ishitaraj subharajput all set for an arrang marriag rohit bajaj is face with a rather strang request from hi muslim friend sahil. as per halala he convinc rohit to get hitch to hi ex-wif just for ...
tt7721946,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Housefull_4_poster.jpg/220px-Housefull_4_poster.jpg,https://en.wikipedia.org/wiki/Housefull_4,Housefull 4,action comedy fantasy akshaykumar riteishdeshmukh bobbydeol kritisanon poojahegde a set of three brother are due to marri a set of three sister until one of the brother start to realiz that they are all reincarn from 600 year earlier and the wrong coupl are about to get married.
tt8108206,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Saand_Ki_Aankh_poster.jpg/220px-Saand_Ki_Aankh_poster.jpg,https://en.wikipedia.org/wiki/Saand_Ki_Aankh,Saand Ki Aankh,biography drama taapseepannu bhumipednekar prakashjha viineetkumar pawanchopra both over the age of 60 chandro tomar and prakashi tomar inspir other women in india when they demonstr their expert sharpshoot skills.
tt8983180,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Made_In_China_poster.jpg/220px-Made_In_China_poster.jpg,https://en.wikipedia.org/wiki/Made_In_China_(2019_film),Made in China,comedy drama rajkummarrao mouniroy bomanirani pareshrawal gajrajrao stori of fail gujarati businessman who jump into unknown world of china to get onc in a life time busi idea which will chang hi life.
tt11046300,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Ujda_Chaman_Film_Poster.jpg/220px-Ujda_Chaman_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ujda_Chaman,Ujda Chaman,comedy sunnysinghnijjar maanvigagroo saurabhshukla atulkumar grushakapoor ujda chaman is about a 30 -year-old bachelor chaman kohli a hindi lectur with prematur bald and in quest of a beauti wife. after face sever reject as a prospect groom ...
tt9176260,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Bypass_Road_Film.jpg/220px-Bypass_Road_Film.jpg,https://en.wikipedia.org/wiki/Bypass_Road_(film),Bypass Road,drama thriller neilnitinmukesh adahsharma gulpanag tahershabbir shamasikander the stori revolv around a young man vikram (neil nitin mukesh) who is a fashion prodigy. the stori is layer with a murder in town.
tt9179426,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Satellite_Shankar_poster.jpg/220px-Satellite_Shankar_poster.jpg,https://en.wikipedia.org/wiki/Satellite_Shankar,Satellite Shankar,action drama surajpancholi anilreji  the extraordinari journey of a soldier that brought a nation together. it star sooraj pancholi and megha akash in the lead role and is direct by irfan kamal.
tt7743400,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Jhalki_Movie_Official_Poster.jpg/220px-Jhalki_Movie_Official_Poster.jpg,https://en.wikipedia.org/wiki/Jhalki,Jhalki,drama bomanirani tannishthachatterjee divyadutta sanjaysuri akhilendramishra a life-alt disappear of her 7-year old brother set jhalki off on a mission to find him at all costs. arm with an intim folk-tal and her own sharp mind is jhalki' journey ...
tt9248934,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Marjaavaan_poster.jpg/220px-Marjaavaan_poster.jpg,https://en.wikipedia.org/wiki/Marjaavaan,Marjaavaan,action romance riteishdeshmukh sidharthmalhotra tarasutaria rakulpreetsingh  marjaavaan is an upcom indian action romanc film direct by milap zaveri star ritesh deshmukh sidharth malhotra tara sutaria and rakul preet singh. the co produc of the film ...
tt9172840,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Motichoor_Chaknachoor_poster.jpg/220px-Motichoor_Chaknachoor_poster.jpg,https://en.wikipedia.org/wiki/Motichoor_Chaknachoor,Motichoor Chaknachoor,comedy romance nawazuddinsiddiqui athiyashetty vibhachhibber sanjeevvatsa bhumikadube a hilari stori of a 36-year-old jobless man pushpend tri to find a wife and anita who' also look for a husband. but there' a catch - anita want to settl abroad after marriage.
tt8876008, ,https://en.wikipedia.org/wiki/Keep_Safe_Distance_(film),Keep Safe Distance,action thriller shahbaazkhan adiirani vikasanand kirankumar anilnagrath keep safe distanc is an upcom indian thriller film direct by rama mehra and produc by vishnu dhanraj sharma and mahesh sharma under the rama dhanraj product
tt9495690,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Pagalpanti_film_poster.jpg/220px-Pagalpanti_film_poster.jpg,https://en.wikipedia.org/wiki/Pagalpanti_(2019_film),Pagalpanti,action comedy kritikharbanda johnabraham ileanad'cruz anilkapoor urvashirautela a tourist group from india set out on a vacat to onli have their trip to turn into a patriot mission. will it end well for them?
tt10196464,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Ramprasad_Ki_Tehrvi.jpg/220px-Ramprasad_Ki_Tehrvi.jpg,https://en.wikipedia.org/wiki/Ramprasad_Ki_Tehrvi,Ramprasad Ki Tehrvi,comedy drama naseeruddinshah vikrantmassey konkonasensharma vinaypathak manojpahwa add a plot »
tt10443846,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Yeh_Saali_Aashiqui_film_poster.jpg/220px-Yeh_Saali_Aashiqui_film_poster.jpg,https://en.wikipedia.org/wiki/Yeh_Saali_Aashiqui,Yeh Saali Aashiqui,thriller vardhanpuri jesseylever  add a plot »
tt8110330, ,https://en.wikipedia.org/wiki/Dil_Bechara,Dil Bechara,drama romance sushantsinghrajput sanjanasanghi sahilvaid  a love stori about two cancer patients.
